qmof_id,name,info.pld,info.lcd,info.density,info.volume,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap
qmof-814bcff,ACAZAG_FSR,0.8278,1.70496,2.887597218046224,570.1607957593868,-284.38808641,-5.28031,-279.10777641000004,0.0,3.142014,3.830026,0.688012,True
qmof-aa333f5,ACEGIA_FSR,1.45752,2.75159,1.892719642351109,669.4742906231168,-358.89348299,-4.96174,-353.93174299,0.0,3.782711,3.30715,-0.475561,False
qmof-6eee4dc,ACEGOG_FSR,2.75916,4.48977,1.529064726186152,828.6942457118619,-358.26894704,-4.2893,-353.97964704,0.0,3.607444,1.924667,-1.682777,False
qmof-71f1dac,ACEKIE_FSR,1.49765,3.03806,1.7207019690791148,952.9790662093044,-597.15960111,-6.86125,-590.29835111,0.0,3.346491,2.581975,-0.764516,True
qmof-56a3cc3,ACEKOK_FSR,4.06052,5.94027,1.353293055033303,1211.705734850736,-596.48171612,-6.18875,-590.29296612,0.0,2.806239,1.062456,-1.743783,False
qmof-e7503d8,ACETCO_FSR,1.45426,2.24223,1.76162096763044,489.6456244916517,-274.24784197,-3.85292,-270.39492197000004,3.0,0.5088769999999999,1.495496,0.986619,False
qmof-72352f8,ACIGAX_FSR,1.53068,2.09767,2.6295907079447245,721.3366527444795,-376.77745005,-6.46448,-370.3129700500001,0.0,2.578581,4.566611,1.98803,False
qmof-4063c99,ACIGEB_FSR,1.14847,1.89192,2.046463212026625,1235.6139710228244,-728.11827017,-9.9925,-718.12577017,0.0,2.456067,4.063655,1.607588,False
qmof-4a90838,ACIJAX_FSR,1.52422,3.56937,1.4304196038773256,1160.6982067173462,-658.13991684,-7.40055,-650.73936684,0.0,0.686774,0.466134,-0.22064,True
qmof-9b03351,ACIKAA_FSR,1.04226,1.80747,1.7382494829372404,966.4866609302376,-602.11080401,-7.73548,-594.37532401,0.0,3.76444,3.918705,0.154265,False
qmof-9ceb223,ACIPEJ_FSR,1.04083,2.404,1.5455824282332136,707.5391587389521,-445.03999414,-5.19173,-439.84826414,1.0,1.060773,1.048057,-0.012716,False
qmof-292e1e6,ACIRIP_FSR,1.6214,1.97787,1.855315517851067,672.646215679764,-368.15710582,-5.39543,-362.7616758200001,0.0,3.542402,3.199823,-0.342579,False
qmof-d54431e,ACIROV_FSR,1.69086,2.29722,1.631199985916271,945.2351598656596,-614.83775201,-7.33949,-607.4982620100001,0.0,3.238152,3.027911,-0.210241,False
qmof-9c5c154,ACISEM_FSR,0.96442,1.82739,1.7129432427310327,1445.3460399967162,-886.51281125,-12.56201,-873.95080125,2.0,0.6538740000000001,0.847072,0.193198,False
qmof-75d4f07,ACISIQ_FSR,1.11421,2.17347,1.4999404440914246,949.5252590907054,-577.89525168,-7.23622,-570.65903168,2.0,0.772402,0.868958,0.096556,False
qmof-c80c803,ACISOW_FSR,1.65524,3.02596,1.3982909713009115,1130.470374776803,-649.26127835,-7.96547,-641.29580835,0.0,3.874001,3.236222,-0.637779,True
qmof-6e151eb,ACITAK_FSR,1.2458,2.16819,1.7725484339305928,908.4133342611073,-570.85783352,-7.43248,-563.4253535199999,0.0,2.441578,3.604999,1.163421,False
qmof-afc4c90,ACIWUF_FSR,0.99276,1.65898,2.191130344814149,893.9934176617717,-540.06329818,-7.6185,-532.4447981799999,0.0,2.416447,2.690226,0.273779,False
qmof-c422918,ACIXAM_FSR,0.81207,1.54472,2.237983376871685,875.2773258937073,-539.94522057,-7.76216,-532.18306057,0.0,2.218181,2.547996,0.329815,True
qmof-4d2a8cb,ACIZIX_FSR,0.55412,1.46749,2.573641559944638,914.0320659621696,-439.34023341,-8.32824,-431.01199341,0.0,3.397027,3.756468,0.359441,False
qmof-ea15ac0,ACODAA_FSR,5.89895,6.40381,1.0694124706967334,583.7369907196579,-219.78817039,-1.99273,-217.79544039,8.0,0.041971,-0.487891,-0.529862,False
qmof-5890c4d,ACOHAE_FSR,1.24088,2.15143,1.718388563942378,979.4611851451168,-640.53297927,-7.51108,-633.0218992700001,0.0,3.4296810000000004,2.896056,-0.533625,False
qmof-ab42336,ACOHEF_FSR,0.88088,1.99539,2.0275053993647867,584.8978608744019,-363.77146106,-4.47571,-359.29575106,0.0,2.509584,2.590921,0.081337,True
qmof-4e93a90,ACOHUW01_FSR,1.50277,2.92689,1.7615024009566516,475.2687759698362,-306.94225053,-3.75938,-303.18287053,10.0,1.4613649999999998,2.398974,0.937609,True
qmof-b7213aa,ACOMOX_FSR,0.91872,1.7488,2.444980554213368,1218.9495250699354,-642.20034902,-9.50204,-632.69830902,0.0,2.8405590000000003,2.265162,-0.575397,True
qmof-9f5070f,ACOVEU_FSR,0.8728,1.45219,2.600418435871212,264.3716731002638,-199.76231451,-2.80276,-196.95955451,6.0,0.4410959999999999,3.190099,2.749003,False
qmof-d05d631,ACOYEY_FSR,0.98656,1.75143,1.7160989843432537,916.8689928812388,-640.38777449,-8.03833,-632.34944449,0.0,2.902614,2.422246,-0.480368,True
qmof-0371cf3,ACRNCU_FSR,0.88846,1.69181,2.823951427649898,590.5143601450108,-239.81229223,-6.27519,-233.53710223,0.0,1.38568,3.35414,1.96846,False
qmof-7943fa6,ACUBOP01_FSR,1.23549,2.16707,1.9633822669433705,1206.4310772761949,-739.71630225,-9.11306,-730.60324225,0.0,3.002738,2.325468,-0.67727,True
qmof-d007203,ACUBOP_FSR,1.62507,2.57087,1.8717078738933923,1265.5208734503522,-740.46692861,-8.75424,-731.71268861,0.0,3.083074,2.147982,-0.935092,False
qmof-0b89f2c,ACUFEL_FSR,1.17976,1.79758,2.289551000683397,662.1063717740763,-357.2216484,-5.51168,-351.7099684,0.0,2.4734,2.02461,-0.44879,True
qmof-0a3a813,ACUFIO01_FSR,0.57683,1.25076,1.934778595478544,673.1947544832581,-485.70217525,-6.60747,-479.09470525,0.0,3.105916,3.297085,0.191169,True
qmof-0b0f0b1,ACUFOU_FSR,0.48975,1.91665,1.8389467008501383,632.5995270360594,-425.94524332,-5.14544,-420.79980332,0.0,3.13586,2.807931,-0.327929,False
qmof-043da85,ACUFOV_FSR,0.89472,1.9584,2.15273662669559,687.545025615549,-396.99755538,-6.30289,-390.69466538,0.0,4.336526,4.718458,0.381932,True
qmof-67c66b9,ACUFUA_FSR,1.77251,2.41734,1.806206509911118,364.6630489014683,-211.75726585,-2.31775,-209.43951585,0.0,2.827185,2.344177,-0.483008,True
qmof-ecef75e,ACUFUB_FSR,1.00019,1.96298,2.2441882226440395,828.803918732449,-553.17007453,-8.16635,-545.00372453,0.0,1.596145,2.870461,1.274316,True
qmof-7a071d1,ACUGAH_FSR,0.75552,1.32577,2.3080988853801885,744.1066133260231,-484.3959891,-6.45353,-477.9424591,0.0,3.003815,3.075828,0.072013,False
qmof-2d76250,ACUGEL_FSR,0.84474,1.43519,2.171570082883385,367.1348236988393,-242.75745253,-2.96793,-239.78952253,0.0,3.3139920000000003,2.966565,-0.347427,False
qmof-6a595fd,ACURUO_FSR,4.36973,6.64415,1.1126002922218603,5656.51084868134,-2303.39355591,-22.23539,-2281.15816591,0.0,1.696454,0.014382,-1.682072,True
qmof-b5487b6,ADABEO_FSR,1.09331,2.42137,1.804434368211195,1092.267069362624,-691.51255883,-8.37354,-683.1390188299999,4.0,0.669945,0.834271,0.164326,True
qmof-2b4073d,ADACUE01_FSR,1.52016,2.21149,1.9005695591325693,804.4698511191535,-541.20689986,-6.75261,-534.45428986,0.0,3.203745,3.07545,-0.128295,True
qmof-cee74ee,ADACUE_FSR,1.0302,3.03884,1.76436009190965,866.5753194531385,-540.59675349,-6.26945,-534.32730349,0.0,3.1530400000000003,2.571019,-0.582021,True
qmof-f444b48,ADADEP_FSR,1.22063,2.74955,1.6113810479024044,485.433442115872,-320.87588714,-3.63586,-317.24002714,0.0,1.0942570000000005,2.200038,1.105781,True
qmof-542c160,ADAPAX_FSR,0.7737,1.58014,1.7061231240392438,440.15582217145294,-287.75985783,-3.48561,-284.27424783,0.0,2.7956950000000003,2.060222,-0.735473,False
qmof-ebaf62f,ADAQII_FSR,1.0591,1.93963,1.9753922813096465,800.4992754014885,-512.39778791,-6.42543,-505.97235791,0.0,2.92983,3.131585,0.201755,False
qmof-ef07e73,ADAVEJ01_FSR,0.72507,1.63874,2.4918996586290807,1224.7257685342506,-833.56927153,-11.61163,-821.95764153,0.0,3.418797,3.156569,-0.262228,True
qmof-461359c,ADAXOV_FSR,1.30675,2.17173,1.5258102905503552,914.3993916496656,-585.73569446,-6.45435,-579.28134446,1.0,0.7935129999999999,0.9448,0.151287,False
qmof-1d25033,ADEGAU_FSR,1.11831,2.23833,1.6125989618673324,477.8001538124026,-308.71839279,-3.85763,-304.86076279,5.0,1.2982790000000002,2.467226,1.168947,False
qmof-3133aaf,ADETEL_FSR,4.94307,5.86275,0.9692484657895686,2478.598836519317,-950.84291586,-8.08731,-942.75560586,0.0,2.9317520000000004,0.541231,-2.390521,True
qmof-46fd92a,ADEZUH_FSR,1.06487,1.97239,2.400356523147508,717.2731702826549,-442.48363682,-6.20906,-436.27457682,0.0,4.183124,3.694684,-0.48844,False
qmof-151b128,ADILIJ01_FSR,0.94344,2.16737,2.000402818293241,451.657688755433,-289.0066053,-3.91455,-285.0920553,0.0,3.293884,3.533203,0.239319,False
qmof-cd1c2f7,ADINOT_FSR,0.72289,1.88002,2.4786931562771284,641.2146401103247,-473.95221515,-6.33504,-467.61717515,0.0,2.362059,3.013916,0.651857,False
qmof-a146fa2,ADIPAH_FSR,1.36956,3.17937,1.9242852343992023,687.0617114278814,-439.3433391,-5.00504,-434.3382991,0.0,2.366423,2.049931,-0.316492,False
qmof-51b139b,ADIQAH_FSR,3.57323,4.64676,1.2336606209097365,968.663399791994,-472.31982594,-4.80067,-467.51915594,2.0,0.88106,0.001786,-0.879274,False
qmof-120743e,ADIQIP_FSR,1.05771,1.87232,1.7285080035873772,991.8886614970572,-653.30283531,-8.4429,-644.85993531,20.0,0.2566279999999998,1.989385,1.732757,True
qmof-8c5cb3b,ADIQNI01_FSR,1.12576,1.94775,1.748633918373143,522.0632039042436,-356.36795751,-4.15153,-352.21642751,4.0,1.775046,1.869245,0.094199,False
qmof-b4606cd,ADIVUG_FSR,1.0063,2.3279,1.9948217829523447,1159.8457363934435,-725.51994441,-10.17452,-715.34542441,0.0,2.071724,1.946683,-0.125041,False
qmof-7708ea4,ADIZUJ_FSR,2.51817,3.49924,1.6437897395842165,1327.8680204631582,-789.77609819,-9.17038,-780.60571819,0.0,3.110386,2.371807,-0.738579,True
qmof-f9326c1,ADOJEJ_FSR,1.59834,1.8358,2.4694456618373057,763.180294543,-290.91589449,-5.62414,-285.29175449,0.0,2.87525,2.901995,0.026745,False
qmof-5ad859a,ADOJIN_FSR,1.19254,1.65643,3.209171255344533,771.2686693900646,-285.9958206,-6.34773,-279.6480906,0.0,2.95465,3.080752,0.126102,False
qmof-8ec47b6,ADOJOT_FSR,1.31505,2.22046,2.077023377776919,776.7783526447561,-436.36679491,-5.9682,-430.39859491,0.0,2.947194,2.686851,-0.260343,False
qmof-8c7637f,ADOJUZ_FSR,1.23084,2.25544,3.302386676505653,1307.6497416460586,-474.99496527,-9.62123,-465.37373527,0.0,2.436193,1.881838,-0.554355,True
qmof-5bf570d,ADOKAG_FSR,1.0509,1.71136,3.453918313499183,977.6701028533132,-300.38246368,-7.30645,-293.07601368,0.0,2.822462,2.544197,-0.278265,False
qmof-2ab8c3c,ADOKEK_FSR,1.18119,1.64815,3.3629795218500287,823.7884632220821,-284.21563574,-6.30228,-277.91335574,0.0,2.620628,2.659432,0.038804,False
qmof-0417e5b,ADOKOU_FSR,1.07505,2.15689,3.656813962019583,1094.1660273207935,-297.57116424,-7.66317,-289.90799424,0.0,2.199309,2.975958,0.776649,False
qmof-94f603c,ADOKUA_FSR,1.06075,2.01979,4.039241569740501,1136.763548946309,-292.58045835,-8.12522,-284.45523835,0.0,2.303044,2.903327,0.600283,False
qmof-8ab2648,ADOLAH_FSR,1.05032,2.13588,3.357450188089796,1110.9371477619952,-443.27568849,-7.99671,-435.27897849,0.0,2.341395,2.597768,0.256373,True
qmof-4232690,ADOPAN_FSR,1.10642,3.40149,1.7944103664656808,928.631896858226,-601.39172545,-7.3647,-594.02702545,0.0,2.0423020000000003,2.164575,0.122273,True
qmof-c07ea8b,ADOQOC_FSR,0.9644,1.85924,1.807714307820346,521.2798817898573,-337.35469196,-4.35061,-333.00408196,2.0,0.4394829999999999,1.318789,0.879306,False
qmof-f4bb5b3,ADOXUP_FSR,0.8645,3.1551,2.597482270210235,542.2874563837916,-311.47009867,-4.92429,-306.54580867000004,0.0,2.816421,4.87577,2.059349,False
qmof-d55908c,ADULIX_FSR,4.83498,5.56453,2.2497469714116494,5898.614589200934,-2894.39010481,-40.64904,-2853.7410648100004,0.0,1.24542,2.07958,0.83416,True
qmof-7f24e48,ADUPOH_FSR,1.15129,2.04422,2.0549564757535435,516.5294789050831,-274.76625723,-3.97947,-270.78678723,2.0,0.340904,0.701492,0.360588,True
qmof-c870fb3,ADUTID03_FSR,0.90242,1.92512,2.2404862671972845,1090.5833447267144,-551.03048092,-8.56444,-542.46604092,0.0,4.274604,4.282587,0.007983,False
qmof-5d009d5,ADUVAX_FSR,1.02348,2.74524,1.4931029670478069,1637.634386206206,-905.50558486,-10.7363,-894.76928486,6.0,0.91577,1.355022,0.439252,False
qmof-df4cc2a,AFADOD_FSR,0.97914,1.88918,2.9134756794397063,459.7783631592761,-232.86194267,-4.03949,-228.82245267,0.0,3.969812,3.598012,-0.3718,False
qmof-a432f8e,AFAHEW_FSR,1.05298,2.04804,1.2325418830172674,1109.9679633543817,-691.51045955,-8.3764,-683.13405955,0.0,3.157155,2.455968,-0.701187,False
qmof-882e6a8,AFAKIE_FSR,1.73082,3.14016,2.1139665033438946,869.9759203070792,-568.59724616,-6.98805,-561.60919616,0.0,1.58828,1.594679,0.006399,True
qmof-4588df0,AFAVOU_FSR,0.98189,1.93374,2.4872117040594115,758.1684998517255,-391.1058839,-6.09575,-385.0101339,0.0,2.774834,3.163516,0.388682,False
qmof-f057986,AFAVUA_FSR,0.75078,1.73286,2.366999693660172,784.3985163933341,-494.14026882,-6.40451,-487.73575882,0.0,4.299316,3.601414,-0.697902,True
qmof-d2f8c7e,AFAWAF_FSR,1.0031,2.23327,2.0548409199238,920.6077993076032,-507.63187986,-7.31496,-500.31691986,2.0,0.707062,0.486334,-0.220728,True
qmof-00b509c,AFEBAQ_FSR,2.33651,3.21518,1.544134587255531,1521.3018097148276,-907.04716995,-10.34502,-896.70214995,0.0,2.283617,1.990105,-0.293512,False
qmof-ff93e75,AFECIY01_FSR,1.0743,2.16929,1.8028590093865533,2672.2589108012544,-1823.97954426,-23.31718,-1800.66236426,0.0,2.0229630000000003,2.078638,0.055675,True
qmof-f2ae0a5,AFECUM_FSR,1.06719,3.18108,1.5236910111398885,1324.9995951584906,-855.50547505,-9.69288,-845.81259505,0.0,2.931273,2.230058,-0.701215,False
qmof-dcabab2,AFEDAR_FSR,0.95464,2.63459,1.8566645694118824,1609.665330661426,-993.48955492,-12.05903,-981.43052492,0.0,0.739085,1.475962,0.736877,False
qmof-9cc6917,AFEGAV_FSR,0.99055,1.75914,1.818203434454148,720.6576157193655,-414.8765551,-5.68976,-409.1867951,0.0,3.254686,2.703436,-0.55125,True
qmof-75920df,AFEHAV_FSR,2.19065,4.09746,1.0721099800057243,1188.0404114096466,-630.10305118,-6.15514,-623.94791118,0.0,2.68017,2.690548,0.010378,True
qmof-8741cdf,AFELIH_FSR,0.99453,2.76722,1.8465138147978093,1206.1749707779347,-638.69034124,-10.31237,-628.37797124,0.0,1.447889,3.104094,1.656205,True
qmof-b7bdebd,AFENUX_FSR,3.24861,4.15993,1.6232135434777757,1405.6284537284748,-745.10298504,-8.79063,-736.31235504,4.0,0.757941,0.629901,-0.12804,False
qmof-22a8f48,AFEYAL02_FSR,0.91356,1.84216,1.871936567218268,1372.3883705355656,-757.12771921,-11.40891,-745.71880921,0.0,2.749294,2.772935,0.023641,False
qmof-091c24a,AFEYAL03_FSR,0.96027,1.50415,1.858036310216984,1036.9915651422086,-567.72924471,-8.46167,-559.26757471,0.0,2.736386,2.749144,0.012758,False
qmof-93fec81,AFEYOC_FSR,1.45514,2.40371,2.2452380564075742,1042.5747518410185,-584.80619131,-7.04834,-577.75785131,2.0,0.560962,0.818779,0.257817,True
qmof-b5586a3,AFEYUI_FSR,1.28674,2.11171,2.516332506142557,1364.457149702332,-772.67145275,-10.86639,-761.8050627499999,0.0,2.168632,3.026816,0.858184,False
qmof-0e4f65c,AFICAU_FSR,1.00678,2.05641,1.870248285785001,1012.9094978326056,-625.2194443,-9.8576,-615.3618442999999,0.0,1.7825799999999998,3.241357,1.458777,True
qmof-3287bc9,AFIPUB_FSR,0.61529,1.43239,2.8278805399150824,611.8228328520937,-377.7291522,-5.52599,-372.2031622,0.0,2.5933580000000003,3.23477,0.641412,False
qmof-26ae89d,AFIVIX_FSR,0.92592,1.90225,1.7356908894146046,845.2077045243437,-579.56993269,-7.33437,-572.2355626899999,0.0,2.428935,2.036086,-0.392849,False
qmof-68534d9,AFOHOT_FSR,0.96561,1.61214,2.30760531267918,940.0334629007548,-644.63315709,-9.34661,-635.28654709,0.0,2.646855,2.927634,0.280779,False
qmof-3df4536,AFOJEK01_FSR,0.89356,1.96791,2.5586250181773065,536.5687541185913,-369.68517579,-4.68455,-365.00062579,0.0,2.396047,2.654006,0.257959,False
qmof-dcebb7c,AFOJIO_FSR,0.85589,1.57034,2.964603720581141,457.4805936893937,-340.09817048,-4.68596,-335.41221048,0.0,3.1532630000000004,3.535925,0.382662,False
qmof-8d3781c,AFOKOW_FSR,1.17274,1.87993,1.764265285597755,513.7867506776295,-322.10269166,-4.32252,-317.78017166,0.0,2.827864,2.29983,-0.528034,False
qmof-bc4bc0b,AFOKUC_FSR,1.15535,1.84747,1.825885913707221,539.1929354611407,-321.38513582,-4.19476,-317.19037582000004,0.0,2.813396,2.026741,-0.786655,False
qmof-9545770,AFOLIR_FSR,1.02591,1.83221,1.6610498155487443,789.4491860564559,-552.127246,-7.14913,-544.978116,1.0,0.1076350000000001,2.569383,2.461748,False
qmof-03d0a12,AFORCD_FSR,0.95334,1.76899,2.467163847150005,642.0318545785075,-341.08699281,-4.27436,-336.81263281,0.0,4.603591,2.893981,-1.70961,True
qmof-9f8456f,AFOROD_FSR,1.3825,3.60402,1.3218008431803607,2179.8575129732767,-1248.47237954,-12.76703,-1235.70534954,0.0,3.05276,1.698781,-1.353979,True
qmof-2023658,AFOSIY_FSR,1.25102,2.31323,1.6063820329551055,1309.2782483621977,-816.06153229,-9.16018,-806.90135229,0.0,2.952756,2.117826,-0.83493,False
qmof-c939f55,AFUDUA_FSR,1.03929,2.16208,2.6863690030123943,738.3043388972023,-374.822041,-7.28564,-367.536401,0.0,1.3190499999999998,3.655207,2.336157,True
qmof-6ac85da,AFUJOA_FSR,0.81899,2.37267,1.872034756485755,1094.4169227780724,-675.07970068,-9.17009,-665.90961068,0.0,2.790297,2.353639,-0.436658,False
qmof-500d20d,AFUKIW_FSR,1.21669,2.40488,2.137101157653899,515.2475805598627,-315.46804651,-3.95817,-311.50987651,0.0,3.106449,1.857511,-1.248938,False
qmof-32ac742,AFUMCO04_FSR,1.07413,1.79834,1.9318490895194584,421.2710904787017,-274.83551945,-3.25256,-271.58295945,6.0,0.4187780000000001,1.538273,1.119495,False
qmof-8f721fc,AFUQIB_FSR,1.03094,1.99467,1.6804757968538504,788.2551076133416,-537.55308921,-6.74021,-530.81287921,0.0,0.911599,1.414941,0.503342,False
qmof-42408b9,AFUQUN_FSR,1.26354,1.93137,2.891719023915172,857.6592424499545,-616.52594005,-7.75519,-608.7707500500001,0.0,4.221959999999999,4.120747,-0.101213,False
qmof-d024be2,AFUWIK_FSR,2.89897,3.32392,1.6515024321869354,1647.7055143701195,-1038.67470234,-12.30392,-1026.37078234,0.0,2.660512,2.004536,-0.655976,False
qmof-37d508d,AFUXAC_FSR,1.09409,2.81781,1.5456511442270462,1251.0222302180125,-809.02770292,-9.70022,-799.3274829200001,0.0,2.40915,2.01267,-0.39648,True
qmof-3f7f897,AFUYAE_FSR,0.86789,2.03633,2.256581633461292,773.2817729581545,-470.887694,-6.96207,-463.925624,0.0,3.809802,3.269212,-0.54059,False
qmof-b9a1228,AGACIW01_FSR,0.85043,1.56766,1.794921701772254,670.0989297469332,-434.789603,-5.82828,-428.961323,0.0,2.302511,2.110255,-0.192256,False
qmof-449b3ee,AGALUR_FSR,1.08629,2.03422,1.7516298852874848,1086.3045304978189,-763.68308234,-8.89149,-754.7915923400001,0.0,4.655846,4.101669,-0.554177,True
